Sample	Region	StartPos	EndPos	Length	Missing_Sites	Median_Cov	Mean_Cov	Min_Cov	Max_Cov	Genome_Norm_Cov	cov1x.perc	cov5x.perc	cov8x.perc	cov20x.perc	cov100x.perc	cov250x.perc	bam.mapped.filt.readcount
TP_Discriminatory_SA1_20230426_barcode18.filt	all_40	1019579	1020140	562	0	37	37	25	39	inf	100	100	100	100	0	0	8157
TP_Discriminatory_SA1_20230426_barcode18.filt	all_41	1034458	1035079	622	0	127	125.5	57	130	inf	100	100	100	100	99	0	8157
TP_Discriminatory_SA1_20230426_barcode18.filt	all_42	1040128	1040683	556	0	129	127.8	51	133	inf	100	100	100	100	98.9	0	8157
TP_Discriminatory_SA1_20230426_barcode18.filt	all_43	1042114	1042699	586	0	114	112.7	68	118	inf	100	100	100	100	96.6	0	8157
TP_Discriminatory_SA1_20230426_barcode18.filt	all_44	1049123	1049683	561	0	78	77	42	81	inf	100	100	100	100	0	0	8157
TP_Discriminatory_SA1_20230426_barcode18.filt	all_45	1050866	1051480	615	0	147	145.2	75	151	inf	100	100	100	100	99.3	0	8157
TP_Discriminatory_SA1_20230426_barcode18.filt	all_46	1054544	1055117	574	0	153	150.9	87	158	inf	100	100	100	100	99.5	0	8157
TP_Discriminatory_SA1_20230426_barcode18.filt	all_47	1057344	1057901	558	0	224	221.8	140	231	inf	100	100	100	100	100	0	8157
TP_Discriminatory_SA1_20230426_barcode18.filt	all_1	1062025	1062596	572	0	31	31	12	34	inf	100	100	100	99.3	0	0	8157
TP_Discriminatory_SA1_20230426_barcode18.filt	all_48	1072022	1072554	533	0	184	180.7	20	191	inf	100	100	100	100	99.4	0	8157
TP_Discriminatory_SA1_20230426_barcode18.filt	all_49	1091737	1092304	568	0	7	7	4	8	inf	100	99.5	19.2	0	0	0	8157
TP_Discriminatory_SA1_20230426_barcode18.filt	all_50	1103444	1104030	587	0	23	22.9	12	24	inf	100	100	100	97.1	0	0	8157
TP_Discriminatory_SA1_20230426_barcode18.filt	all_51	1104604	1105170	567	0	143	141	55	146	inf	100	100	100	100	99.3	0	8157
TP_Discriminatory_SA1_20230426_barcode18.filt	all_53	1128360	1128923	564	0	127	124.7	25	131	inf	100	100	100	100	97.7	0	8157
TP_Discriminatory_SA1_20230426_barcode18.filt	all_54	1130248	1130843	596	0	73	72.5	29	75	inf	100	100	100	100	0	0	8157
TP_Discriminatory_SA1_20230426_barcode18.filt	23S_scheme2_a1	235038	235591	554	186	90	58.6	0	94	inf	66.4	66.2	66.2	66.2	0	0	8157
TP_Discriminatory_SA1_20230426_barcode18.filt	23S_scheme2_a2	283483	284036	554	187	94	61.2	0	98	inf	66.2	66.2	66.2	66.2	0	0	8157
TP_Discriminatory_SA1_20230426_barcode18.filt	23S_scheme1_a1	234889	235403	515	1	92	86.7	0	94	inf	99.8	99.8	99.8	97.7	0	0	8157
TP_Discriminatory_SA1_20230426_barcode18.filt	23S_scheme1_a2	283334	283848	515	0	96	90.6	1	98	inf	100	99.8	99.6	97.7	0	0	8157
TP_Discriminatory_SA1_20230426_barcode19.filt	all_27	6272	6850	579	0	70	68.8	37	71	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_52	6906	7491	586	0	68	67.3	44	71	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_58	19650	20165	516	0	132	131.9	86	139	inf	100	100	100	100	99.6	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_62	20302	20891	590	0	50	50.4	21	55	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_70	27662	28203	542	0	78	77.2	39	80	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_17	47737	48285	549	0	65	63.8	36	66	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_25	60976	61550	575	0	64	62.9	28	66	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_55	101570	102136	567	0	94	93.2	65	97	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_56	106712	107309	598	0	98	95.9	53	101	inf	100	100	100	100	19.9	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_57	146443	147045	603	0	37	36.4	19	38	inf	100	100	100	99.8	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_59	189605	190126	522	0	56	55	36	57	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_60	214607	215180	574	0	50	49	20	51	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_61	230092	230674	583	0	44	44.1	25	47	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_63	244634	245242	609	0	97	95.8	61	99	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_64	253222	253807	586	0	57	56	9	58	inf	100	100	100	99.8	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_65	254023	254580	558	0	92	90.5	37	94	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_66	264813	265404	592	0	140	138.6	84	144	inf	100	100	100	100	99.5	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_67	270955	271505	551	35	1	0.9	0	1	inf	93.6	0	0	0	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_68	311821	312449	629	0	97	95.3	34	100	inf	100	100	100	100	6.5	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_69	321507	322061	555	0	105	103.4	50	108	inf	100	100	100	100	89.4	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_71	367685	368238	554	0	7	7.3	4	8	inf	100	99.8	41.3	0	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_72	372296	372861	566	0	195	192.2	100	201	inf	100	100	100	100	100	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_72	372296	372861	566	0	195	192.2	100	201	inf	100	100	100	100	100	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_73	375373	375947	575	0	64	63.8	36	67	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_5	415556	416117	562	0	54	53.2	39	56	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_6	453934	454454	521	0	131	129.3	62	134	inf	100	100	100	100	98.8	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_7	460040	460586	547	0	147	145.3	90	152	inf	100	100	100	100	99.6	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_8	489164	489713	550	0	90	88.9	37	92	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_9	500506	501028	523	0	105	103.3	34	108	inf	100	100	100	100	86	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_10	507770	508318	549	0	113	111.3	51	117	inf	100	100	100	100	98	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_11	513029	513561	533	0	79	78	50	82	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_12	528510	529114	605	0	108	106.5	71	110	inf	100	100	100	100	95.5	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_13	547326	547880	555	0	133	131.6	74	137	inf	100	100	100	100	98.9	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_14	574423	574940	518	0	78	76.8	42	81	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_15	582766	583313	548	0	158	156.1	102	161	inf	100	100	100	100	100	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_16	591759	592367	609	0	23	23.5	13	26	inf	100	100	100	96.9	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_18	619683	620216	534	0	157	154.9	72	161	inf	100	100	100	100	99.6	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_19	623085	623665	581	0	122	120.8	70	126	inf	100	100	100	100	99	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_20	648944	649488	545	0	29	28.8	10	30	inf	100	100	100	99.1	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_21	656560	657094	535	0	111	110.1	75	115	inf	100	100	100	100	95.5	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_22	669846	670421	576	0	72	70.9	31	74	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_23	670741	671254	514	0	107	106.1	51	110	inf	100	100	100	100	93.8	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_24	708212	708839	628	0	87	86.4	51	89	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_26	772599	773181	583	0	60	59.5	33	62	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_3	779846	780414	569	0	73	72.2	55	75	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_28	858336	858868	533	0	90	88.5	43	92	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_29	873851	874386	536	0	150	148.1	60	152	inf	100	100	100	100	99.8	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_30	884017	884575	559	0	70	69.4	32	73	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_4	887018	887607	590	0	69	67.7	41	70	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_31	890076	890674	599	0	75	73.9	42	78	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_32	915022	915599	578	0	195	193.2	88	200	inf	100	100	100	100	99.8	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_33	915797	916385	589	0	97	99.4	54	130	inf	100	100	100	100	21.1	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_34	916316	916927	612	0	32	43.9	18	130	inf	100	100	100	99.8	11.6	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_33	915797	916385	589	0	97	99.4	54	130	inf	100	100	100	100	21.1	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_34	916316	916927	612	0	32	43.9	18	130	inf	100	100	100	99.8	11.6	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_35	955414	955953	540	0	142	140.2	93	147	inf	100	100	100	100	99.6	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_36	971030	971541	512	0	27	26.2	18	28	inf	100	100	100	99.4	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_37	978193	978721	529	529	0	0	0	0	nan	0	0	0	0	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_38	997551	998082	532	0	21	21.2	13	23	inf	100	100	100	88.2	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_39	1009874	1010466	593	0	73	72.3	34	76	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_40	1019579	1020140	562	0	39	38.9	24	41	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_41	1034458	1035079	622	0	117	116.2	49	122	inf	100	100	100	100	98.2	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_42	1040128	1040683	556	0	112	110.5	52	114	inf	100	100	100	100	96.8	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_43	1042114	1042699	586	0	107	106	65	110	inf	100	100	100	100	93.3	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_44	1049123	1049683	561	0	75	74.4	38	78	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_45	1050866	1051480	615	0	120	117.9	70	124	inf	100	100	100	100	97.9	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_46	1054544	1055117	574	0	121	119.7	61	125	inf	100	100	100	100	97.9	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_47	1057344	1057901	558	0	204.5	202.5	117	212	inf	100	100	100	100	100	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_1	1062025	1062596	572	0	14	13.7	6	15	inf	100	100	99.5	0	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_48	1072022	1072554	533	0	108	105.8	21	112	inf	100	100	100	100	91.6	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_49	1091737	1092304	568	568	0	0	0	0	nan	0	0	0	0	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_50	1103444	1104030	587	0	37	36.2	21	38	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_51	1104604	1105170	567	0	129	127.6	44	132	inf	100	100	100	100	98.9	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_53	1128360	1128923	564	0	95	93.6	16	98	inf	100	100	100	99.8	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	all_54	1130248	1130843	596	0	52	51.4	28	56	inf	100	100	100	100	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	23S_scheme2_a1	235038	235591	554	187	106	69.6	0	111	inf	66.2	66.2	66.2	66.2	59.6	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	23S_scheme2_a2	283483	284036	554	186	94	61.6	0	98	inf	66.4	66.2	66.2	66.2	0	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	23S_scheme1_a1	234889	235403	515	0	108	103.2	2	111	inf	100	99.8	99.8	99.4	87.2	0	6583
TP_Discriminatory_SA1_20230426_barcode19.filt	23S_scheme1_a2	283334	283848	515	1	95	91.2	0	98	inf	99.8	99.8	99.8	99	0	0	6583
TP_Discriminatory_SA1_20230426_barcode20.filt	all_27	6272	6850	579	0	118	117.2	74	122	inf	100	100	100	100	98.3	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_52	6906	7491	586	0	98	97.9	65	104	inf	100	100	100	100	38.1	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_58	19650	20165	516	0	210	207.8	119	216	inf	100	100	100	100	100	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_62	20302	20891	590	0	92	91.9	27	98	inf	100	100	100	100	0	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_70	27662	28203	542	0	139	136.6	71	142	inf	100	100	100	100	99.1	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_17	47737	48285	549	0	124	122.6	71	128	inf	100	100	100	100	98.2	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_25	60976	61550	575	0	120	118.3	65	124	inf	100	100	100	100	98.1	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_55	101570	102136	567	0	165	163.3	121	171	inf	100	100	100	100	100	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_56	106712	107309	598	0	122	119.6	68	127	inf	100	100	100	100	98.3	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_57	146443	147045	603	0	78	76.8	33	81	inf	100	100	100	100	0	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_59	189605	190126	522	0	120	118.4	69	123	inf	100	100	100	100	98.1	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_60	214607	215180	574	0	96	94.8	46	99	inf	100	100	100	100	0	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_61	230092	230674	583	0	92	90.4	51	94	inf	100	100	100	100	0	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_63	244634	245242	609	0	143	141	83	146	inf	100	100	100	100	99.7	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_64	253222	253807	586	0	99	97.6	17	101	inf	100	100	100	99.8	37.2	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_65	254023	254580	558	0	142	140.5	54	146	inf	100	100	100	100	99.8	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_66	264813	265404	592	0	196	193.6	117	201	inf	100	100	100	100	100	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_67	270955	271505	551	275	1	0.5	0	1	inf	50.1	0	0	0	0	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_68	311821	312449	629	0	141	139.1	47	147	inf	100	100	100	100	98.9	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_69	321507	322061	555	0	163	160.2	68	168	inf	100	100	100	100	99.3	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_71	367685	368238	554	0	37	35.9	21	38	inf	100	100	100	100	0	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_72	372296	372861	566	0	242	238.1	129	249	inf	100	100	100	100	100	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_72	372296	372861	566	0	242	238.1	129	249	inf	100	100	100	100	100	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_73	375373	375947	575	0	113	111.2	64	116	inf	100	100	100	100	97.7	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_5	415556	416117	562	0	95	93.9	67	97	inf	100	100	100	100	0	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_6	453934	454454	521	0	224	221.2	114	229	inf	100	100	100	100	100	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_7	460040	460586	547	0	228	224.8	127	235	inf	100	100	100	100	100	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_8	489164	489713	550	0	170	167.5	55	174	inf	100	100	100	100	99.8	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_9	500506	501028	523	0	171	168.4	75	177	inf	100	100	100	100	99.8	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_10	507770	508318	549	0	226	223.3	95	233	inf	100	100	100	100	99.8	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_11	513029	513561	533	0	201	198.9	141	208	inf	100	100	100	100	100	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_12	528510	529114	605	0	149	147.1	100	153	inf	100	100	100	100	100	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_13	547326	547880	555	0	228	224.5	126	233	inf	100	100	100	100	100	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_14	574423	574940	518	0	200	195.7	92	205	inf	100	100	100	100	99.4	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_15	582766	583313	548	0	244	240.8	132	250	inf	100	100	100	100	100	0.9	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_16	591759	592367	609	0	110	108.1	65	114	inf	100	100	100	100	94.7	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_18	619683	620216	534	0	231	227.9	107	237	inf	100	100	100	100	100	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_19	623085	623665	581	0	203	200.1	122	208	inf	100	100	100	100	100	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_20	648944	649488	545	0	52	51.2	19	54	inf	100	100	100	99.8	0	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_21	656560	657094	535	0	184	181.7	123	190	inf	100	100	100	100	100	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_22	669846	670421	576	0	156	154	62	160	inf	100	100	100	100	99.8	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_23	670741	671254	514	0	174	171.2	73	177	inf	100	100	100	100	99.6	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_24	708212	708839	628	0	152	150.1	78	156	inf	100	100	100	100	99.7	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_26	772599	773181	583	0	126	124.7	55	129	inf	100	100	100	100	99.3	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_3	779846	780414	569	0	138	136.1	90	141	inf	100	100	100	100	99.6	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_28	858336	858868	533	0	163	161.2	98	167	inf	100	100	100	100	99.6	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_29	873851	874386	536	0	227	224.1	89	231	inf	100	100	100	100	99.8	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_30	884017	884575	559	0	133	131.3	73	137	inf	100	100	100	100	99.3	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_4	887018	887607	590	0	113	111.4	52	116	inf	100	100	100	100	97.1	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_31	890076	890674	599	0	111	110	65	116	inf	100	100	100	100	95.5	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_32	915022	915599	578	0	240	236.9	103	248	inf	100	100	100	100	100	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_33	915797	916385	589	0	121	120.7	66	143	inf	100	100	100	100	98.5	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_34	916316	916927	612	0	25	39	16	143	inf	100	100	100	99.2	11.6	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_33	915797	916385	589	0	121	120.7	66	143	inf	100	100	100	100	98.5	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_34	916316	916927	612	0	25	39	16	143	inf	100	100	100	99.2	11.6	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_35	955414	955953	540	0	232	229	158	236	inf	100	100	100	100	100	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_36	971030	971541	512	0	65	64	36	68	inf	100	100	100	100	0	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_37	978193	978721	529	0	44	44.6	22	50	inf	100	100	100	100	0	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_38	997551	998082	532	0	55	54.5	38	58	inf	100	100	100	100	0	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_39	1009874	1010466	593	0	143	141.2	59	149	inf	100	100	100	100	99.3	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_40	1019579	1020140	562	0	59	58.1	35	61	inf	100	100	100	100	0	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_41	1034458	1035079	622	0	174	171.6	89	179	inf	100	100	100	100	99.8	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_42	1040128	1040683	556	0	196	193.8	96	200	inf	100	100	100	100	99.6	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_43	1042114	1042699	586	0	143	140.9	84	148	inf	100	100	100	100	99.5	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_44	1049123	1049683	561	0	123	122.3	70	128	inf	100	100	100	100	99.1	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_45	1050866	1051480	615	0	189	185.7	105	194	inf	100	100	100	100	100	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_46	1054544	1055117	574	0	152	149.6	73	157	inf	100	100	100	100	99.3	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_47	1057344	1057901	558	0	374	370.2	234	385	inf	100	100	100	100	100	99.5	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_1	1062025	1062596	572	0	58	56.8	22	60	inf	100	100	100	100	0	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_48	1072022	1072554	533	0	203	199	49	209	inf	100	100	100	100	99.6	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_49	1091737	1092304	568	0	8	7.5	3	8	inf	100	98.1	65.5	0	0	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_50	1103444	1104030	587	0	54	53.9	27	57	inf	100	100	100	100	0	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_51	1104604	1105170	567	0	186	184.3	60	192	inf	100	100	100	100	99.8	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_53	1128360	1128923	564	0	181	177.4	31	186	inf	100	100	100	100	99.5	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	all_54	1130248	1130843	596	0	122	120.4	56	125	inf	100	100	100	100	98.8	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	23S_scheme2_a1	235038	235591	554	187	137	89.9	0	143	inf	66.2	66.2	66.2	66.2	62.3	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	23S_scheme2_a2	283483	284036	554	187	154	100.5	0	161	inf	66.2	66.2	66.2	66.2	62.6	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	23S_scheme1_a1	234889	235403	515	0	140	133	1	143	inf	100	99.8	99.8	99.8	92.6	0	11033
TP_Discriminatory_SA1_20230426_barcode20.filt	23S_scheme1_a2	283334	283848	515	0	158	149	1	161	inf	100	99.8	99.8	99.6	93.2	0	11033
TP_Discriminatory_SA1_20230426_barcode21.filt	all_27	6272	6850	579	0	104	102.8	64	108	inf	100	100	100	100	85.7	0	9146
TP_Discriminatory_SA1_20230426_barcode21.filt	all_52	6906	7491	586	0	93	92.4	56	99	inf	100	100	100	100	0	0	9146
TP_Discriminatory_SA1_20230426_barcode21.filt	all_58	19650	20165	516	0	165	163.2	95	170	inf	100	100	100	100	99.8	0	9146
TP_Discriminatory_SA1_20230426_barcode21.filt	all_62	20302	20891	590	0	79	78.6	29	83	inf	100	100	100	100	0	0	9146
TP_Discriminatory_SA1_20230426_barcode21.filt	all_70	27662	28203	542	0	126	124.5	60	129	inf	100	100	100	100	98.7	0	9146
TP_Discriminatory_SA1_20230426_barcode21.filt	all_17	47737	48285	549	0	129	127.2	77	132	inf	100	100	100	100	98.2	0	9146
TP_Discriminatory_SA1_20230426_barcode21.filt	all_25	60976	61550	575	0	89	87.9	42	92	inf	100	100	100	100	0	0	9146
TP_Discriminatory_SA1_20230426_barcode21.filt	all_55	101570	102136	567	0	137	136	105	142	inf	100	100	100	100	100	0	9146
TP_Discriminatory_SA1_20230426_barcode21.filt	all_56	106712	107309	598	0	100	98.2	65	103	inf	100	100	100	100	51	0	9146
TP_Discriminatory_SA1_20230426_barcode21.filt	all_57	146443	147045	603	0	76	75.1	37	78	inf	100	100	100	100	0	0	9146
TP_Discriminatory_SA1_20230426_barcode21.filt	all_59	189605	190126	522	0	80	78.6	43	82	inf	100	100	100	100	0	0	9146
TP_Discriminatory_SA1_20230426_barcode21.filt	all_60	214607	215180	574	0	77	75.7	33	79	inf	100	100	100	100	0	0	9146
TP_Discriminatory_SA1_20230426_barcode21.filt	all_61	230092	230674	583	0	71	70.3	42	74	inf	100	100	100	100	0	0	9146
TP_Discriminatory_SA1_20230426_barcode21.filt	all_63	244634	245242	609	0	115	114.2	69	119	inf	100	100	100	100	98.2	0	9146
TP_Discriminatory_SA1_20230426_barcode21.filt	all_64	253222	253807	586	0	95	94.3	31	98	inf	100	100	100	100	0	0	9146
TP_Discriminatory_SA1_20230426_barcode21.filt	all_65	254023	254580	558	0	108	107.2	32	112	inf	100	100	100	100	95	0	9146
TP_Discriminatory_SA1_20230426_barcode21.filt	all_66	264813	265404	592	0	190	188.1	118	195	inf	100	100	100	100	100	0	9146
TP_Discriminatory_SA1_20230426_barcode21.filt	all_67	270955	271505	551	247	1	0.6	0	1	inf	55.2	0	0	0	0	0	9146
TP_Discriminatory_SA1_20230426_barcode21.filt	all_68	311821	312449	629	0	101	99.1	45	104	inf	100	100	100	100	66.6	0	9146
TP_Discriminatory_SA1_20230426_barcode21.filt	all_69	321507	322061	555	0	129	127.2	62	133	inf	100	100	100	100	97.7	0	9146
